Sentences,Propaganda (Optional),Fake/Legit,Sentiment,Bots (Optional),Topic (Domain),Source,Why Fake? (Optional),MSA or ALG dialects ,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,
"""أسرع امرأة على أربع عجلات"" في العالم تلقى مصرعها خلال محاولتها تحطيم رقمها القياسي https://f24.my/5Q3k.f",,Legit,,No,,,,MSA,,2.7K,2.1K,21,31,98,354,14,163,10156530283505737
🇮🇶 #العراق: ارتفاع حالات الانتحار وقلق من استغلال بعضها لتغطية جرائم القتل,,Legit,,No,,,,MSA,,313,285,2,2,3,20,1,19,10156530133245737
اليمين القومي في #ألمانيا قد يحتل الطليعة في اقتراع يوم الأحد المقبل,,Legit,,No,,,,MSA,,237,232,,3,1,,1,7,10156530131730737
#إسرائيل تحظر على فلسطينيي #القدس و #الخط_الأخضر إدخال سلع غذائية من #الضفة_الغربية,,Legit,,No,,,,MSA,,313,263,2,,3,13,32,9,10156529983020737
كيف تحولت الطائرات المسيرة المدنية إلى أدوات حربية؟ 🎥 مع وسيم نصر,,Legit,,No,,,,MSA,,461,453,,2,6,,,3,10156530012365737
الحكومة اليمنية تتهم #الإمارات بشن غارات جوية على قواتها في ع#دن و #زنجبار,,Legit,,No,,,,MSA,,484,443,16,3,5,6,11,44,10156529935740737
🇲🇦 يشهد إقليم #تارودانت جنوب المغرب فيضانات جارفة، نتيجة الأمطار الغزيرة التي تهاطلت على المنطقة، أدت إلى مقتل سبعة أشخاص على الأقل، كانوا يتابعون مباراة محلية في كرة القدم.,,Legit,,No,,,,MSA,,11K,8.5K,21,146,249,2.7K,72,1017,10156529953875737
"⚽ قرعة #دوري_أبطال_أوروبا: أندية كبرى قد تقع ضمن ""مجموعة الموت""",,Legit,,No,,,,MSA,,797,785,1,9,2,,,20,10156529857960737
🇬🇧🇪🇺 #بريطانيا: تظاهرات وموجة استنكار بعد قرار #بوريس_جونسون تعليق أعمال البرلمان  #لندن #بريكسيت  #جونسون,,Legit,,No,,,,MSA,,304,290,8,2,3,,1,11,10156529607230737
ترقب إعلان رئيس الوزراء #حمدوك: تحديات فورية للحكومة السودانية؟,,Legit,,No,,,,MSA,,204,198,2,4,,,,,10156529813460737
🇮🇹 #إيطاليا: الرئيس #ماتاريلا يكلف رئيس الوزراء المستقيل #جوزيبي_كونتي تشكيل حكومة جديدة 🎥 مع مراسل فرانس 24 في #روما سمير القريوطي #إيطاليا🇮🇹,,Legit,,No,,,,MSA,,263,256,2,5,,,,5,10156529598190737
🇮🇹 الرئيس الإيطالي يكلف #جوزيبي_كونتي بتشكيل حكومة جديدة,,Legit,,No,,,,MSA,,356,353,,3,,,,7,10156529581940737
"🎥 حرائق الأمازون: #بولسونارو يطلب من #ماكرون مجددا ""التراجع"" عن تصريحات اتهمه فيها بالكذب  #حرائق_الأمازون #البرازيل",,Legit,,No,,,,MSA,,309,291,6,2,5,2,3,13,10156529508435737
💉 منظمة الصحة العالمية تسجل ارتفاعا كبيرا في حالات الإصابة بالحصبة في #أوروبا,,Legit,,No,,,,MSA,,194,180,3,2,8,1,,4,10156529521960737
🇾🇪 #اليمن: الانفصاليون يستعيدون السيطرة على كامل #عدن بعد معارك مع القوات الحكومية,,Legit,,No,,,,MSA,,4.9K,4.6K,78,112,24,18,20,206,10156529511645737
عاجل - تكليف جوزيبي كونتي بتشكيل حكومة جديدة في إيطاليا,,Legit,,No,,,,MSA,,991,971,8,8,4,,,9,10156529489195737
في السنغال.. سكان قرية يستعملون رافعة لعبور نهر لعدم وجود جسر,,Legit,,No,,,,MSA,,306,279,1,2,2,17,5,10,10156529483445737
السودان: إرجاء الإعلان عن تشكيلة الحكومة الجديدة بسبب تواصل المشاورات لاختيار الوزراء,,Legit,,No,,,,MSA,,202,195,4,,1,1,1,11,10156529431565737
الدوري الفرنسي: الحكم يوقف مباراة مرسيليا ونيس بسبب هتافات معادية للمثليين,,Legit,,No,,,,MSA,,4.6K,3.2K,1K,261,28,6,29,427,10156529344625737
المغرب: مصرع 7 أشخاص على الأقل في فيضانات والسلطات تفتح تحقيقا,,Legit,,No,,,,MSA,,1.2K,1K,6,3,26,204,14,157,10156529309430737
#أستراليا.. كيف يتم إنتاج صوف مارينو عالي الجودة؟ https://f24.my/5PHv.f,,Legit,,No,,,,MSA,,174,174,,,,,,1,10156524830650737
الروائي غييوم موسو.. من تدريس الاقتصاد إلى الكاتب الأكثر مبيعا في #فرنسا https://f24.my/5PHq.f,,Legit,,No,,,,MSA,,164,155,,8,1,,,2,10156524826255737
ارفعوا العقوبات أولا..هل تنسف شروط روحاني قمته مع #ترامب؟ https://f24.my/5Pf.f,,Legit,,No,,,,MSA,,109,106,3,,,,,5,10156527547645737
#إيطاليا: هل تصمد الأيديولوجيا أمام السلطة؟ https://f24.my/5PPo.f,,Legit,,No,,,,MSA,,109,107,1,,,,1,,10156527549645737
"الكنيسة الإنجيلية في #فرنسا تراهن على الإنترنت والقداس ""الاحتفالي"" لكسب المزيد من الأتباع https://f24.my/5PH3.f",,Legit,,No,,,,MSA,,158,138,19,1,,,,11,10156524779560737
هل اتفق #بوتين و #أردوغان بشأن إدلب؟ 🇷🇺🇹🇷 https://f24.my/5PUd.f,,Legit,,No,,,,MSA,,189,183,3,2,,,1,14,10156527544750737
المكسيك: 23 قتيلا في حريق يرجح أن يكون متعمدا بحانة شرق البلاد,,Legit,,No,,,,MSA,,363,330,,1,11,20,1,1,10156528168940737
هبات مالية أمريكية لتونس بقيمة 335 مليون دولار على مدار 5 سنوات دعما للانتقال الديمقراطي,,Legit,,No,,,,MSA,,3K,2.4K,397,84,27,9,24,636,10156528167320737
إيطاليا: حركة خمس نجوم تعلن التوصل لاتفاق مع الحزب الديمقراطي لتشكيل حكومة جديدة برئاسة كونتي,,Legit,,No,,,,MSA,,344,331,1,8,4,,,4,10156528173915737
ثلاث طائرات إسرائيلية بدون طيار تخترق المجال الجوي جنوب لبنان والجيش اللبناني يفتح النار على اثنين منها,,Legit,,No,,,,MSA,,1.1K,1K,36,15,12,2,22,50,10156528164980737
عاجل - إيطاليا: حركة خمس نجوم تعلن التوصل إلى اتفاق سياسي مع الحزب الديمقراطي لتشكيل حكومة جديدة برئاسة كونتي,,Legit,,No,,,,MSA,,1.1K,1.1K,21,9,1,,1,20,10156528090015737
تعرض سفير البحرين لدى واشنطن لسرقة وعنف في مدينة غراس جنوب شرق فرنسا,,Legit,,No,,,,MSA,,674,553,87,16,11,,7,55,10156527992860737
تونس: مرشحو الرئاسة يتواجهون في مناظرات تلفزيونية للمرة الأولى في تاريخ البلاد,,Legit,,No,,,,MSA,,849,776,20,48,4,1,,52,10156527902590737
عاجل - خمسون قتيلا في حادث قطار في جنوب شرق الكونغو الديموقراطية (وزير),,Legit,,No,,,,MSA,,1.2K,1.1K,2,3,44,131,4,48,10156562221110737
🔴 #حصري: حوار حصري على فرانس 24 مع إدوارد #سنودن,,Legit,,No,,,,MSA,,2.3K,2.2K,8,59,51,4,8,60,424990958122839
عاجل - وكالة الأنباء الجزائرية: قائد الجيش قايد صالح يقول إنه يجب استدعاء الهيئة الناخبة يوم 15 سبتمبر/أيلول,,Legit,,No,,,,MSA,,3.7K,3.1K,305,186,13,2,43,489,10156539810345737
🔴 #مباشر: خطاب إيمانويل #ماكرون في المؤتمر السنوي لسفراء #فرنسا في الخارج 🇫🇷,,Legit,,No,,,,MSA,,521,466,26,15,2,,12,62,1112220978972861
🔴 مؤتمر صحفي للرئيس الفرنسي إيمانويل #ماكرون في اختتام أعمال قمة مجموعة السبع في بياريتس   #قمة_مجموعة_السبع #فرنسا #بياريتس #إيمانويل_ماكرون,,Legit,,No,,,,MSA,,641,592,13,21,4,3,8,159,716763312124872
🔴 مؤتمر صحفي للرئيسين الفرنسي إيمانويل ماكرون والأمريكي دونالد #ترامب، يليه مؤتمر صحفي للرئيس دونالد ترامب على هامش قمة مجموعة السبع في بياريتس #قمة_مجموعة_السبع #فرنسا #بياريتس #الولايات_المتحدة #دونالد_ترامب,,Legit,,No,,,,MSA,,908,814,37,26,7,2,22,164,1108149039370486
,,Legit,,No,,,,MSA,,,,,,,,,,10156479146435737
عاجل - تونس: توقيف المرشح للانتخابات الرئاسية نبيل القروي (حزبه),,Legit,,No,,,,MSA,,1.4K,1.2K,78,39,17,1,5,84,10156515945080737
عاجل - تونس: يوسف الشاهد يفوض صلاحياته كرئيس للحكومة لوزير الوظيفة العمومية كمال مرجان,,Legit,,No,,,,MSA,,1.5K,1.4K,50,21,14,,2,55,10156513343555737
🔴🇫🇷🇬🇧 كلمة مشتركة لإيمانويل #ماكرون ورئيس الوزراء البريطاني بوريس #جونسون في قصر #الإليزيه، في المحطة الثانية من أول جولة يقوم بها جونسون إلى الخارج منذ توليه السلطة في نهاية تموز/يوليو🤝 #فرنسا #بريطانيا #بريكست,,Legit,,No,,,,MSA,,562,515,6,23,1,1,16,73,440717633193759
🔴 🇹🇳  تعلن الهيئة العليا للانتخابات الرئاسية المبكرة في #تونس عن القائمة الأولية للمرشحين لهذه #الانتخابات,,Legit,,No,,,,MSA,,987,902,19,57,3,2,4,79,882214975493210
عاجل - الهند: ارتفاع حصيلة ضحايا الفيضانات إلى 184 قتيلا وإجلاء نحو مليون شخص,,Legit,,No,,,,MSA,,3.7K,3.3K,13,17,92,212,5,69,10156489296920737
" عاجل - لندن تعلن مشاركتها مع واشنطن في ""قوة أمن بحرية"" في منطقة الخليج (وزير الخارجية البريطاني) ",,Legit,,No,,,,MSA,,1.4K,1.3K,61,13,6,1,21,49,10156471859200737
عاجل - مصر: إحدى السيارات في حادث التصادم أمام معهد الأورام كانت ملغومة لتنفيذ عملية إرهابية تقف وراءها حركة حسم (وزارة الداخلية),,Legit,,No,,,,MSA,,1.8K,1.6K,110,8,59,33,31,80,10156471662930737
عاجل - الحكومة الهندية تلغي وضع الحكم الذاتي الدستوري لكشمير (مرسوم رئاسي),,Legit,,No,,,,MSA,,2.2K,2K,18,6,45,7,76,57,10156471165060737
عاجل - المجلس العسكري السوداني وقادة الاحتجاجات يوقعون بالأحرف الأولى على الإعلان الدستوري,,Legit,,No,,,,MSA,,959,934,7,17,,,1,14,10156468722795737
عاجل - تونس: رئيس البرلمان محمد الناصر يؤدي اليمين الدستورية كرئيس مؤقت للبلاد,,Legit,,No,,,,MSA,,1.4K,1.3K,4,39,4,22,1,80,10156445821495737
🔴 مباشر : نشرة خاصة على فرانس 24 عقب إعلان الرئاسة التونسية وفاة الرئيس #الباجي_قايد_السبسي عن عمر يناهز 92 عاما,,Legit,,No,,,,MSA,,2.1K,1.6K,18,69,12,353,11,593,434729700463457
,,Legit,,No,,,,MSA,,1.6K,1.5K,31,35,5,3,3,76,10154550823120737
عاجل - السودان: توقيع وثيقة الاتفاق السياسي بين المجلس العسكري وقادة الاحتجاج (أ ف ب),,Legit,,No,,,,MSA,,826,803,8,9,5,,1,8,10156426177915737
عاجل - كأس الأمم الأفريقية: المنتخب الجزائري ينتزع تأشيرة المرور لنصف النهائي إثر فوزه على ساحل العاج بركلات الترجيح,,Legit,,No,,,,MSA,,5.5K,4.8K,29,632,11,2,6,632,10156412960590737
,,Legit,,No,,,,MSA,,,,,,,,,,10156361207255737
🔴 مباشر: تونس تابعوا نشرة خاصة حول آخر التطورات إثر إصابة الرئيس السبسي بوعكة صحية ووقوع تفجيرين انتحاريين,,Legit,,No,,,,MSA,,1K,944,12,46,8,23,10,114,637417323407624
" عاجل - تونس: تعرض الرئيس الباجي قايد السبسي ""لوعكة صحيّة حادة"" استوجبت نقله إلى المستشفى (الرئاسة) ",,Legit,,No,,,,MSA,,2K,1.8K,99,12,58,50,3,201,10156377406360737
عاجل - انتحاري نفذ تفجيرا في شارع الحبيب بورقيبة في العاصمة تونس (الداخلية),,Legit,,No,,,,MSA,,1.7K,1.5K,9,4,30,132,64,149,10156376464395737
عاجل - مراسل فرانس24: انفجار في شارع الحبيب بورقيبة وسط العاصمة التونسية,,Legit,,No,,,,MSA,,3.4K,2.9K,8,12,186,253,44,240,10156376379605737
عاجل - إيران ستوقف الالتزام ببندين آخرين من الاتفاق النووي في 7 يوليو (وكالة أنباء فارس الرسمية),,Legit,,No,,,,MSA,,623,587,20,12,4,,,21,10156370981600737
,,Legit,,No,,,,MSA,,434,424,5,3,,1,1,17,10156358917365737
عاجل - فرنسا تسحق كوريا الجنوبية 4-0 في مباراة افتتاح كأس العالم الثامنة لكرة القدم للسيدات,,Legit,,No,,,,MSA,,1.4K,1.3K,34,13,5,,4,48,10156329277610737
🔴🎖 الذكرى الـ75 لإنزال #النورماندي تواصل مراسم إحياء الذكرى ال75 لإنزال النورماندي,,Legit,,No,,,,MSA,,507,453,15,26,1,7,5,53,644967276022665
عاجل - الاتحاد الأفريقي يعلق عضوية السودان إلى حين إقامة سلطة انتقالية مدنية (رسمي),,Legit,,No,,,,MSA,,2.5K,2.3K,45,81,12,3,10,70,10156325417210737
🔴🎖 الذكرى الـ75 لإنزال #النورماندي حفل فرنسي بريطاني في ذكرى إنزال الحلفاء قبل 75 عاما مباشر من مدينة كولفيل سور مير شمال غرب فرنسا,,Legit,,No,,,,MSA,,473,437,11,13,2,3,7,10,437119277069487
🔴🎖 الذكرى الـ75 لإنزال #النورماندي الحرب العالمية الثانية:  فرنسا تحي الذكرى ال75 عاما لإنزال النورماندي - مباشر من مدينة كولفيل سور مير شمال غرب فرنسا,,Legit,,No,,,,MSA,,577,505,29,33,4,2,4,78,375775296399226
" عاجل - رئيس المجلس العسكري يبدي انفتاحه على تفاوض ""لا قيد فيه"" حول مستقبل السودان بعد مقتل 60 معتصما (التلفزيون الرسمي) ",,Legit,,No,,,,MSA,,1K,943,12,5,6,33,100,93,10156322687450737
عاجل - لجنة أطباء السودان المركزية المرتبطة بالمعارضة تعلن أن حصيلة فض الاعتصام تجاوزت 30 قتيلا,,Legit,,No,,,,MSA,,1.9K,1.5K,3,3,32,177,170,127,10156318769505737
" عاجل - النمسا: البرلمان يسحب الثقة من المستشار سيباستيان كورتز إثر فضيحة ""إيبيزا"" ",,Legit,,No,,,,MSA,,569,546,14,4,5,,,9,10156301208410737
🔴 #مباشر | الانتخابات الأوروبية 🇪🇺🗳: النتائج الأولية للانتخابات البرلمانية الأوروبية,,Legit,,No,,,,MSA,,267,244,3,12,1,1,6,34,1554401058023225
🔴 #مباشر | تحليل نتائج الانتخابات الأوروبية الأولية 🇪🇺🗳 #الانتخابات_الأوروبية #الانتخابات_البرلمانية_الأوروبية2019 #Electionseuropeenne2019,,Legit,,No,,,,MSA,,408,372,4,31,1,,,51,2235305076551293
عاجل - الانتخابات الأوروبية: فوز كبير للاشتراكيين في إسبانيا واليمين المتطرف يتصدر التقديرات في إيطاليا,,Legit,,No,,,,MSA,,597,580,7,5,4,,1,8,10156299601765737
